zip_code,clients,date,quarter,year
75007,30,2023-10-01, QTR 4,2023
75104,27,2023-10-01, QTR 4,2023
75248,29,2023-10-01, QTR 4,2023
75137,24,2023-10-01, QTR 4,2023
75189,22,2023-10-01, QTR 4,2023
75141,21,2023-10-01, QTR 4,2023
75172,22,2023-10-01, QTR 4,2023
75204,23,2023-10-01, QTR 4,2023
75067,19,2023-10-01, QTR 4,2023
75218,18,2023-10-01, QTR 4,2023
75249,18,2023-10-01, QTR 4,2023
75252,18,2023-10-01, QTR 4,2023
75075,17,2023-10-01, QTR 4,2023
75219,17,2023-10-01, QTR 4,2023
75214,16,2023-10-01, QTR 4,2023
75230,16,2023-10-01, QTR 4,2023
75089,15,2023-10-01, QTR 4,2023
75142,15,2023-10-01, QTR 4,2023
75088,14,2023-10-01, QTR 4,2023
75119,13,2023-10-01, QTR 4,2023
75023,12,2023-10-01, QTR 4,2023
76011,12,2023-10-01, QTR 4,2023
75001,10,2023-10-01, QTR 4,2023
75002,10,2023-10-01, QTR 4,2023
75032,10,2023-10-01, QTR 4,2023
75114,10,2023-10-01, QTR 4,2023
75125,10,2023-10-01, QTR 4,2023
75160,10,2023-10-01, QTR 4,2023
75165,10,2023-10-01, QTR 4,2023
76051,10,2023-10-01, QTR 4,2023
75063,9,2023-10-01, QTR 4,2023
76065,9,2023-10-01, QTR 4,2023
75034,8,2023-10-01, QTR 4,2023
75143,8,2023-10-01, QTR 4,2023
75244,8,2023-10-01, QTR 4,2023
76014,8,2023-10-01, QTR 4,2023
75048,7,2023-10-01, QTR 4,2023
75056,7,2023-10-01, QTR 4,2023
75069,7,2023-10-01, QTR 4,2023
75087,7,2023-10-01, QTR 4,2023
75155,7,2023-10-01, QTR 4,2023
75201,7,2023-10-01, QTR 4,2023
75209,7,2023-10-01, QTR 4,2023
75173,6,2023-10-01, QTR 4,2023
75206,6,2023-10-01, QTR 4,2023
76006,6,2023-10-01, QTR 4,2023
76039,6,2023-10-01, QTR 4,2023
75019,5,2023-10-01, QTR 4,2023
75156,5,2023-10-01, QTR 4,2023
75442,5,2023-10-01, QTR 4,2023
76112,5,2023-10-01, QTR 4,2023
75025,4,2023-10-01, QTR 4,2023
75057,4,2023-10-01, QTR 4,2023
75077,4,2023-10-01, QTR 4,2023
75093,4,2023-10-01, QTR 4,2023
75110,4,2023-10-01, QTR 4,2023
75161,4,2023-10-01, QTR 4,2023
75226,4,2023-10-01, QTR 4,2023
75407,4,2023-10-01, QTR 4,2023
76017,4,2023-10-01, QTR 4,2023
76018,4,2023-10-01, QTR 4,2023
76040,4,2023-10-01, QTR 4,2023
76053,4,2023-10-01, QTR 4,2023
76210,4,2023-10-01, QTR 4,2023
75010,3,2023-10-01, QTR 4,2023
75024,3,2023-10-01, QTR 4,2023
75039,3,2023-10-01, QTR 4,2023
75070,3,2023-10-01, QTR 4,2023
75071,3,2023-10-01, QTR 4,2023
75402,3,2023-10-01, QTR 4,2023
75474,3,2023-10-01, QTR 4,2023
76001,3,2023-10-01, QTR 4,2023
76002,3,2023-10-01, QTR 4,2023
76009,3,2023-10-01, QTR 4,2023
76012,3,2023-10-01, QTR 4,2023
76020,3,2023-10-01, QTR 4,2023
76084,3,2023-10-01, QTR 4,2023
76105,3,2023-10-01, QTR 4,2023
76119,3,2023-10-01, QTR 4,2023
76179,3,2023-10-01, QTR 4,2023
75009,2,2023-10-01, QTR 4,2023
75028,2,2023-10-01, QTR 4,2023
75033,2,2023-10-01, QTR 4,2023
75065,2,2023-10-01, QTR 4,2023
75068,2,2023-10-01, QTR 4,2023
75182,2,2023-10-01, QTR 4,2023
75207,2,2023-10-01, QTR 4,2023
75222,2,2023-10-01, QTR 4,2023
75246,2,2023-10-01, QTR 4,2023
75247,2,2023-10-01, QTR 4,2023
75424,2,2023-10-01, QTR 4,2023
75454,2,2023-10-01, QTR 4,2023
76013,2,2023-10-01, QTR 4,2023
76015,2,2023-10-01, QTR 4,2023
76131,2,2023-10-01, QTR 4,2023
76133,2,2023-10-01, QTR 4,2023
76137,2,2023-10-01, QTR 4,2023
76205,2,2023-10-01, QTR 4,2023
76226,2,2023-10-01, QTR 4,2023
76227,2,2023-10-01, QTR 4,2023
76244,2,2023-10-01, QTR 4,2023
75013,1,2023-10-01, QTR 4,2023
75049,1,2023-10-01, QTR 4,2023
75053,1,2023-10-01, QTR 4,2023
75082,1,2023-10-01, QTR 4,2023
75090,1,2023-10-01, QTR 4,2023
75094,1,2023-10-01, QTR 4,2023
75106,1,2023-10-01, QTR 4,2023
75135,1,2023-10-01, QTR 4,2023
75140,1,2023-10-01, QTR 4,2023
75144,1,2023-10-01, QTR 4,2023
75152,1,2023-10-01, QTR 4,2023
75202,1,2023-10-01, QTR 4,2023
75205,1,2023-10-01, QTR 4,2023
75251,1,2023-10-01, QTR 4,2023
75401,1,2023-10-01, QTR 4,2023
75409,1,2023-10-01, QTR 4,2023
75411,1,2023-10-01, QTR 4,2023
75418,1,2023-10-01, QTR 4,2023
75423,1,2023-10-01, QTR 4,2023
75433,1,2023-10-01, QTR 4,2023
75482,1,2023-10-01, QTR 4,2023
75702,1,2023-10-01, QTR 4,2023
76021,1,2023-10-01, QTR 4,2023
76028,1,2023-10-01, QTR 4,2023
76043,1,2023-10-01, QTR 4,2023
76052,1,2023-10-01, QTR 4,2023
76054,1,2023-10-01, QTR 4,2023
76063,1,2023-10-01, QTR 4,2023
76071,1,2023-10-01, QTR 4,2023
76104,1,2023-10-01, QTR 4,2023
76108,1,2023-10-01, QTR 4,2023
76109,1,2023-10-01, QTR 4,2023
76111,1,2023-10-01, QTR 4,2023
76115,1,2023-10-01, QTR 4,2023
76116,1,2023-10-01, QTR 4,2023
76120,1,2023-10-01, QTR 4,2023
76126,1,2023-10-01, QTR 4,2023
76134,1,2023-10-01, QTR 4,2023
76140,1,2023-10-01, QTR 4,2023
76155,1,2023-10-01, QTR 4,2023
76180,1,2023-10-01, QTR 4,2023
76207,1,2023-10-01, QTR 4,2023
76208,1,2023-10-01, QTR 4,2023
76209,1,2023-10-01, QTR 4,2023
76234,1,2023-10-01, QTR 4,2023
76249,1,2023-10-01, QTR 4,2023
76259,1,2023-10-01, QTR 4,2023
76272,1,2023-10-01, QTR 4,2023
76273,1,2023-10-01, QTR 4,2023
76458,1,2023-10-01, QTR 4,2023
76475,1,2023-10-01, QTR 4,2023
76642,1,2023-10-01, QTR 4,2023
76667,1,2023-10-01, QTR 4,2023
76670,1,2023-10-01, QTR 4,2023
76671,1,2023-10-01, QTR 4,2023
76681,1,2023-10-01, QTR 4,2023
76708,1,2023-10-01, QTR 4,2023
79095,1,2023-10-01, QTR 4,2023
79602,1,2023-10-01, QTR 4,2023
Total,7040,2023-10-01, QTR 4,2023
